Timestamp,Building,SupplyTemp,ReturnTemp,SupplyTempReturnTempDerivation,OutsideTemp,SetbackActive,Slope_20min,DropFromPeak_4h,TempFallFlag
2024-11-01 15:10:00+00:00,Building 3,30.88,29.44,1.4399999999999977,13.5,1.0,0.00017293233082710702,5.099,0
2024-11-01 15:20:00+00:00,Building 3,30.0,29.06,0.9400000000000013,13.3,1.0,0.004943609022556414,5.689999999999998,0
2024-11-01 15:30:00+00:00,Building 3,31.94,29.5,2.4400000000000013,13.1,1.0,0.06360150375939859,3.4559999999999995,0
2024-11-01 15:40:00+00:00,Building 3,32.06,30.06,2.0000000000000036,12.9,1.0,0.09615789473684222,2.9399999999999977,0
2024-11-01 15:50:00+00:00,Building 3,31.88,30.69,1.1899999999999977,12.7,1.0,-0.004127819548872308,3.120000000000001,0
2024-11-01 16:10:00+00:00,Building 3,32.44,30.75,1.6899999999999977,11.6,1.0,0.02799999999999995,2.291000000000004,0
2024-11-01 16:20:00+00:00,Building 3,32.94,30.25,2.6899999999999977,11.9,1.0,0.03982706766917294,1.5,0
2024-11-01 16:30:00+00:00,Building 3,32.31,31.25,1.0600000000000023,11.6,1.0,-0.010748120300751594,2.0984999999999943,0
2024-11-01 16:40:00+00:00,Building 3,34.5,31.94,2.5599999999999987,11.1,1.0,0.08860150375939861,0.0,0
2024-11-01 16:50:00+00:00,Building 3,34.19,31.19,2.9999999999999964,10.4,1.0,0.08460150375939823,0.3100000000000023,0
2024-11-01 17:10:00+00:00,Building 3,36.19,31.5,4.689999999999998,10.3,1.0,0.09999999999999998,0.0,0
2024-11-01 17:20:00+00:00,Building 3,33.06,32.0,1.0600000000000023,9.9,1.0,-0.12202631578947346,3.1299999999999955,0
2024-11-01 17:30:00+00:00,Building 3,34.75,32.69,2.0600000000000023,9.8,1.0,-0.0538796992481202,1.4399999999999977,0
2024-11-01 17:40:00+00:00,Building 3,33.94,31.69,2.2499999999999964,9.6,1.0,0.03460150375939832,2.25,0
2024-11-01 18:00:00+00:00,Building 3,36.56,31.81,4.7500000000000036,9.6,1.0,0.13100000000000028,0.0,0
2024-11-01 18:10:00+00:00,Building 3,33.69,32.5,1.1899999999999977,9.7,1.0,-0.09371428571428589,2.8700000000000045,0
2024-11-01 18:20:00+00:00,Building 3,35.38,33.06,2.3200000000000003,9.4,1.0,-0.041857142857142864,1.1799999999999997,0
2024-11-01 18:30:00+00:00,Building 3,34.62,32.06,2.559999999999995,9.6,1.0,0.03728947368421051,1.9400000000000048,0
2024-11-01 18:40:00+00:00,Building 3,34.44,33.12,1.3200000000000003,9.4,1.0,-0.04481954887218062,2.1200000000000045,0
2024-11-01 18:50:00+00:00,Building 3,36.69,33.06,3.6299999999999955,9.2,1.0,0.11263533834586467,0.0,0
2024-11-01 19:10:00+00:00,Building 3,35.06,33.56,1.5,9.2,1.0,-0.08149999999999981,1.6299999999999955,0
2024-11-01 19:20:00+00:00,Building 3,37.25,32.56,4.689999999999998,9.2,1.0,0.08004699248120295,0.0,0
2024-11-01 19:30:00+00:00,Building 3,34.88,33.62,1.2600000000000051,9.1,1.0,-0.026142857142857107,2.3699999999999974,0
2024-11-01 19:40:00+00:00,Building 3,37.12,33.44,3.6799999999999997,9.1,1.0,0.010830827067669026,0.13000000000000256,0
2024-11-01 19:50:00+00:00,Building 3,34.19,33.0,1.1899999999999977,9.0,1.0,-0.053936090225564184,3.0600000000000023,0
2024-11-01 20:00:00+00:00,Building 3,37.5,34.31,3.1899999999999977,9.1,1.0,0.04245864661654145,0.0,0
2024-11-01 20:10:00+00:00,Building 3,35.06,33.5,1.5600000000000023,9.0,1.0,0.02188345864661675,2.4399999999999977,0
2024-11-01 20:20:00+00:00,Building 3,35.44,33.56,1.8799999999999955,9.0,1.0,-0.09239849624060163,2.0600000000000023,0
2024-11-01 20:30:00+00:00,Building 3,36.19,33.19,3.0,9.0,1.0,0.057890977443608826,1.3100000000000023,0
2024-11-01 20:40:00+00:00,Building 3,36.31,33.94,2.3700000000000045,8.9,1.0,0.041131578947368665,1.1899999999999977,0
2024-11-01 20:50:00+00:00,Building 3,36.06,34.38,1.6799999999999997,8.9,1.0,-0.007890977443608834,1.4399999999999977,0
2024-11-01 21:10:00+00:00,Building 3,35.0,32.94,2.0600000000000023,9.3,1.0,-0.05300000000000017,2.5,0
2024-11-01 21:20:00+00:00,Building 3,32.5,31.69,0.8099999999999987,9.0,1.0,-0.15890601503759408,5.0,1
2024-11-01 21:30:00+00:00,Building 3,31.0,30.25,0.75,8.9,0.0,-0.19624060150375944,6.5,1
2024-11-01 21:50:00+00:00,Building 3,28.88,28.19,0.6899999999999977,8.8,0.0,-0.10600000000000001,8.620000000000001,1
2024-11-01 22:00:00+00:00,Building 3,28.12,27.44,0.6799999999999997,8.8,0.0,-0.08987218045112774,9.379999999999999,1
2024-11-01 22:20:00+00:00,Building 3,26.88,26.31,0.5700000000000003,8.8,0.0,-0.062000000000000104,10.620000000000001,1
2024-11-01 22:30:00+00:00,Building 3,26.38,25.81,0.5700000000000003,8.8,0.0,-0.05554887218045119,11.120000000000001,1
2024-11-01 22:40:00+00:00,Building 3,26.0,25.44,0.5599999999999987,8.6,0.0,-0.04354887218045106,11.5,1
2024-11-01 23:10:00+00:00,Building 3,25.06,24.56,0.5,8.5,0.0,-0.0313333333333334,12.440000000000001,1
2024-11-01 23:20:00+00:00,Building 3,25.62,24.69,0.9299999999999997,9.1,0.0,0.015616541353383558,11.879999999999999,1
2024-11-01 23:30:00+00:00,Building 3,25.56,24.81,0.75,8.8,0.0,0.0226691729323308,11.940000000000001,0
2024-11-01 23:40:00+00:00,Building 3,25.25,24.69,0.5599999999999987,8.4,0.0,-0.01943984962406018,12.25,0
2024-11-02 00:00:00+00:00,Building 3,26.12,25.56,0.5600000000000023,8.1,0.0,0.04350000000000001,11.136,0
2024-11-02 00:10:00+00:00,Building 3,25.44,24.94,0.5,8.1,0.0,-0.016441729323308233,10.870000000000001,0
2024-11-02 00:20:00+00:00,Building 3,25.5,24.75,0.75,7.9,0.0,-0.028218045112782045,10.810000000000002,0
2024-11-02 00:30:00+00:00,Building 3,27.38,24.75,2.629999999999999,7.9,0.0,0.10384210526315779,8.930000000000003,0
2024-11-02 00:40:00+00:00,Building 3,26.19,25.62,0.5700000000000003,7.8,0.0,0.02295864661654143,10.095000000000002,0
2024-11-02 00:50:00+00:00,Building 3,25.94,25.06,0.8800000000000026,7.7,0.0,-0.06846616541353374,10.067000000000004,0
2024-11-02 01:10:00+00:00,Building 3,25.81,25.12,0.6899999999999977,7.4,0.0,-0.0065000000000001255,8.940000000000001,1
2024-11-02 01:20:00+00:00,Building 3,26.81,25.69,1.1199999999999974,7.3,0.0,0.05075375939849619,5.540000000000003,0
2024-11-02 01:40:00+00:00,Building 3,26.44,25.81,0.6300000000000026,7.4,0.0,-0.018499999999999923,3.3939999999999984,0
2024-11-02 01:50:00+00:00,Building 3,26.56,25.56,1.0,7.4,0.0,-0.0021033834586467424,2.2439999999999998,0
2024-11-02 02:10:00+00:00,Building 3,26.81,25.88,0.9299999999999997,7.2,0.0,0.012500000000000022,0.6280000000000001,0
2024-11-02 02:20:00+00:00,Building 3,26.75,25.88,0.870000000000001,7.7,0.0,0.0025545112781956017,0.629999999999999,0
2024-11-02 02:30:00+00:00,Building 3,26.62,25.81,0.8100000000000023,7.3,0.0,-0.009763157894736715,0.759999999999998,0
2024-11-02 02:40:00+00:00,Building 3,26.38,25.62,0.759999999999998,6.9,0.0,-0.018913533834586535,1.0,0
2024-11-02 03:00:00+00:00,Building 3,25.94,25.25,0.6900000000000013,7.3,0.0,-0.02199999999999991,1.4399999999999977,0
2024-11-02 03:20:00+00:00,Building 3,28.06,25.06,3.0,6.7,0.0,0.10599999999999993,0.0,0
2024-11-02 03:30:00+00:00,Building 3,26.25,25.75,0.5,6.9,0.0,-0.048289473684210556,1.8099999999999987,0
2024-11-02 03:50:00+00:00,Building 3,25.69,24.94,0.75,6.7,0.0,-0.027999999999999976,2.3699999999999974,0
